prodcode,gemscriptcode,productname,drugsubstance,strength,formulation,route
60263,5860020,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),Erythromycin ethyl succinate,100mg/1ml,Oral suspension,Oral
60308,5868020,Erythromycin ethyl succinate 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Erythromycin ethyl succinate,25mg/1ml,Oral suspension,Oral
60382,38556020,Azithromycin 250mg capsules (DE Pharmaceuticals),Azithromycin dihydrate,250mg,Capsule,Oral
60805,47450020,Clarithromycin 500mg tablets (Waymade Healthcare Plc),Clarithromycin,500mg,Tablet,Oral
60814,38557020,Azithromycin 500mg tablets (DE Pharmaceuticals),Azithromycin,500mg,Tablet,Oral
61001,5893020,Clarithromycin 125mg/5ml oral suspension (Kent Pharmaceuticals Ltd),Clarithromycin,25mg/1ml,Oral suspension,Oral
61561,47446020,Erythromycin ethyl succinate 250mg/5ml oral suspension (Waymade Healthcare Plc),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral
61612,47442020,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Waymade Healthcare Plc),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral
61810,5940020,Azithromycin 500mg tablets (A A H Pharmaceuticals Ltd),Azithromycin,500mg,Tablet,Oral
61830,5896020,Clarithromycin 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc),Clarithromycin,25mg/1ml,Oral suspension,Oral
62143,21396021,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (DE Pharmaceuticals),Erythromycin ethyl succinate,25mg/1ml,Oral suspension,Oral
62466,56365020,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),Erythromycin ethyl succinate,100mg/1ml,Oral suspension,Oral
62785,76079020,Azithromycin 250mg capsules (A A H Pharmaceuticals Ltd),Azithromycin dihydrate,250mg,Capsule,Oral
62897,5922020,Clarithromycin 250mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd),Clarithromycin,50mg/1ml,Oral suspension,Oral
62995,56172020,Erythromycin ethyl succinate 500mg/5ml oral suspension (A A H Pharmaceuticals Ltd),Erythromycin ethyl succinate,100mg/1ml,Oral suspension,Oral
63032,21400021,Erythromycin ethyl succinate 250mg/5ml oral suspension (DE Pharmaceuticals),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral
63033,47448020,Clarithromycin 250mg tablets (Waymade Healthcare Plc),Clarithromycin,250mg,Tablet,Oral
63236,5913020,Klaricid 500 tablets (Necessity Supplies Ltd),Clarithromycin,500mg,Tablet,Oral
63458,5858020,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral
64312,70454020,Erythromycin ethyl succinate 250mg/5ml oral suspension (Pinewood Healthcare),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral
64615,47441020,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Waymade Healthcare Plc),Erythromycin ethyl succinate,25mg/1ml,Oral suspension,Oral
64732,5855020,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd),Erythromycin ethyl succinate,25mg/1ml,Oral suspension,Oral
65259,5908020,Klaricid 500 tablets (Sigma Pharmaceuticals Plc),Clarithromycin,500mg,Tablet,Oral
65486,5935020,Azithromycin 200mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Azithromycin,40mg/1ml,Oral suspension,Oral
65667,5841020,Erythroped A 500mg tablets (Mawdsley-Brooks & Company Ltd),Erythromycin ethyl succinate,500mg,Tablet,Oral
65855,52011021,Azithromycin 200mg/5ml oral suspension sugar free,Azithromycin,40mg/1ml,Oral suspension,Oral
65956,52265021,Erythromycin ethyl succinate 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc),Erythromycin ethyl succinate,25mg/1ml,Oral suspension,Oral
66034,41194020,Azithromycin 250mg tablets (Sandoz Ltd),Azithromycin,250mg,Tablet,Oral
66092,5898020,Clarithromycin 500mg powder for solution for infusion vials (A A H Pharmaceuticals Ltd),Clarithromycin,500mg,Powder for solution for infusion,Intravenous
66819,17441021,Erythrocin 500 tablets (Waymade Healthcare Plc),Erythromycin stearate,500mg,Tablet,Oral
66957,43029021,Roxithromycin 150mg tablets,Roxithromycin,150mg,Tablet,Oral
67560,57355021,Clarithromycin 250mg/5ml oral suspension (Almus Pharmaceuticals Ltd),Clarithromycin,50mg/1ml,Oral suspension,Oral
68226,52266021,Erythromycin ethyl succinate 250mg/5ml oral suspension (Sigma Pharmaceuticals Plc),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral
68367,62309021,Erythromycin ethyl succinate 500mg tablets (Dawa Ltd),Erythromycin ethyl succinate,500mg,Tablet,Oral
68723,53526021,Clarithromycin 125mg/5ml oral suspension (DE Pharmaceuticals),Clarithromycin,25mg/1ml,Oral suspension,Oral
68943,52268021,Clarithromycin 500mg tablets (Sigma Pharmaceuticals Plc),Clarithromycin,500mg,Tablet,Oral
69330,53842020,Erythromycin 250mg/5ml Liquid (Rosemont Pharmaceuticals Ltd),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral
69438,5933020,Zithromax 200mg/5ml oral suspension (Waymade Healthcare Plc),Azithromycin,40mg/1ml,Oral suspension,Oral
69613,76043020,Azithromycin 250mg capsules (Teva UK Ltd),Azithromycin dihydrate,250mg,Capsule,Oral
70218,41869020,Dificlir 200mg tablets (Astellas Pharma Ltd),Fidaxomicin,200mg,Tablet,Oral
70311,5872020,Erythromycin ethyl succinate 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral
70783,62311021,Azithromycin 500mg tablets (Kent Pharmaceuticals Ltd),Azithromycin,500mg,Tablet,Oral
71066,5842020,Erythromycin ethyl succinate 500mg tablets (Sigma Pharmaceuticals Plc),Erythromycin ethyl succinate,500mg,Tablet,Oral
71154,5892020,Klaricid Paediatric 125mg/5ml oral suspension (Dowelhurst Ltd),Clarithromycin,25mg/1ml,Oral suspension,Oral
71363,5845020,Erythrocin 500 tablets (Dowelhurst Ltd),Erythromycin stearate,500mg,Tablet,Oral
71423,70464020,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Focus Pharmaceuticals Ltd),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral
71435,70469020,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Focus Pharmaceuticals Ltd),Erythromycin ethyl succinate,100mg/1ml,Oral suspension,Oral
71680,53527021,Clarithromycin 250mg/5ml oral suspension (DE Pharmaceuticals),Clarithromycin,50mg/1ml,Oral suspension,Oral
72108,78235021,Clarithromycin 500mg powder for solution for infusion vials (Bowmed Ibisqus Ltd),Clarithromycin,500mg,Powder for solution for infusion,Intravenous
72126,57354021,Clarithromycin 125mg/5ml oral suspension (Almus Pharmaceuticals Ltd),Clarithromycin,25mg/1ml,Oral suspension,Oral
72318,79498021,Clarithromycin 500mg tablets (Milpharm Ltd),Clarithromycin,500mg,Tablet,Oral
72439,75489020,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Pinewood Healthcare),Erythromycin ethyl succinate,100mg/1ml,Oral suspension,Oral
73461,5857020,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral
73663,70457020,Erythromycin ethyl succinate 500mg/5ml oral suspension (Pinewood Healthcare),Erythromycin ethyl succinate,100mg/1ml,Oral suspension,Oral
74293,28996020,Azithromycin 250mg tablets (Alliance Healthcare (Distribution) Ltd),Azithromycin,250mg,Tablet,Oral
74382,52264021,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral
74523,5946020,Azithromycin 500mg tablets (Aspire Pharma Ltd),Azithromycin,500mg,Tablet,Oral
677,85265020,Clindamycin phosphate 150mg/ml injection,Clindamycin Phosphate,150mg/ml,Injection,Intravenous Infusion
9165,56261020,Dalacin c phosphate 150mg/ml Injection (Pharmacia Ltd),Clindamycin Phosphate,150mg/ml,Injection,Intravenous Infusion
10462,56258020,Dalacin c 75mg/5ml Granules (Pharmacia Ltd),Clindamycin Hydrochloride,75mg/5ml,Granules,Oral
10987,61403020,Clindamycin HCl 75mg/5ml granules for suspension,Clindamycin Hydrochloride,75mg/5ml,Granules For Suspension,Oral
18235,63990020,Lincomycin hcl 500mg Capsule,Lincomycin,500mg,Capsule,Oral
23518,61407020,Clindamycin HCl 150mg/ml injection,Clindamycin Hydrochloride,150mg/ml,Injection,
27722,63995020,Lincocin 500mg Capsule (Pharmacia Ltd),Lincomycin,500mg,Capsule,Oral
28002,63991020,Lincomycin hcl 250mg/5ml Oral solution,Lincomycin,250mg/5ml,Oral Solution,Oral
32428,63992020,Lincomycin hcl 300mg/ml Injection,Lincomycin,300mg/ml,Injection,
44407,63997020,Lincocin 300mg/ml Injection (Pharmacia Ltd),Lincomycin,300mg/ml,Injection,
45222,92731020,Clindamycin oral liquid,Clindamycin Hydrochloride,,Oral Liquid,Oral
165,60722020,Chloromycetin 250mg Capsule (Parke-davis Research Laboratories),Chloramphenicol,250mg,Capsule,Oral
279,65368020,Vancomycin 125mg capsules,Vancomycin hydrochloride,125mg,Capsule,Oral
373,60706020,Chloramphenicol 250mg capsules,Chloramphenicol,250mg,Capsule,Oral
385,60728020,Chloromycetin 1.2g/vial Powder (Parke-davis Research Laboratories),Chloramphenicol Sodium Succinate,1.2g/vial,Powder,
473,62180020,Fusidic acid 250mg/5ml oral suspension,Fusidic acid,50mg/1ml,Oral suspension,Oral
587,49569020,Fucidin 250mg tablets (LEO Pharma),Sodium fusidate,250mg,Tablet,Oral
678,72542020,Teicoplanin 200mg powder and solvent for solution for injection vials,Teicoplanin,200mg,Powder and solvent for solution for injection,Intramuscular/Intravenous
835,72543020,Teicoplanin 400mg powder and solvent for solution for injection vials,Teicoplanin,400mg,Powder and solvent for solution for injection,Intramuscular/Intravenous
1497,66607020,Sodium fusidate 250mg tablets,Sodium fusidate,250mg,Tablet,Oral
5280,65369020,Vancomycin 250mg capsules,Vancomycin hydrochloride,250mg,Capsule,Oral
8462,72547020,Targocid 400mg powder and solvent for solution for injection vials (Sanofi),Teicoplanin,400mg,Powder and solvent for solution for injection,Intramuscular/Intravenous
10300,60711020,Chloramphenicol 1.2g/vial sterile powder,Chloramphenicol Sodium Succinate,1.2g/vial,Sterile Powder,
10986,52780020,Fucidin 250mg/5ml oral suspension (LEO Pharma),Fusidic acid,50mg/1ml,Oral suspension,Oral
13797,72546020,Targocid 200mg powder and solvent for solution for injection vials (Sanofi),Teicoplanin,200mg,Powder and solvent for solution for injection,Intramuscular/Intravenous
14546,60707020,Chloramphenicol 125mg/ml oral suspension,Chloramphenicol,125mg/ml,Oral Suspension,Oral
15379,66707020,Spectinomycin 2g powder and solvent for suspension for injection vials,Spectinomycin hydrochloride,2gram,Powder and solvent for suspension for injection,Intramuscular
16746,65377020,Vancocin 125mg Capsule (Eli Lilly and Company Ltd),Vancomycin hydrochloride,125mg,Capsule,Oral
17015,65372020,Vancomycin 500mg powder for solution for infusion vials,Vancomycin hydrochloride,500mg,Powder for solution for infusion,Gastroenteral/Intravenous/Oral
17116,65374020,Vancomycin 1g powder for solution for infusion vials,Vancomycin hydrochloride,1gram,Powder for solution for infusion,Gastroenteral/Oral/Intravenous
17231,60708020,Chloramphenicol 300mg/vial sterile powder,Chloramphenicol Sodium Succinate,300mg/vial,Sterile Powder,
17396,60713020,Chloramphenicol 1g powder for solution for injection vials,Chloramphenicol sodium succinate,1gram,Powder for solution for injection,Intramuscular/Intravenous
21195,67335020,Linezolid 600mg tablets,Linezolid,600mg,Tablet,Oral
22063,61082020,Sodium fusidate 500mg powder and solvent for solution for infusion vials,Sodium fusidate,500mg,Powder and solvent for solution for infusion,Intravenous
23407,67133020,Zyvox 600mg tablets (Pfizer Ltd),Linezolid,600mg,Tablet,Oral
24048,65378020,Vancocin Matrigel 250mg capsules (Flynn Pharma Ltd),Vancomycin hydrochloride,250mg,Capsule,Oral
27405,90453020,Vancocin Matrigel 125mg capsules (Flynn Pharma Ltd),Vancomycin hydrochloride,125mg,Capsule,Oral
27994,73722020,Vancocin 500mg/vial Powder for solution for infusion (Eli Lilly and Company Ltd),Vancomycin hydrochloride,500mg,Powder for solution for infusion,Gastroenteral/Intravenous/Oral
29012,60724020,Chloromycetin 300mg/vial Powder (Parke-davis Research Laboratories),Chloramphenicol Sodium Succinate,300mg/vial,Powder,
29295,84568020,Linezolid 100mg/5ml oral suspension,Linezolid,20mg/1ml,Oral suspension,Oral
29541,67336020,Linezolid 600mg/300ml infusion bags,Linezolid,2mg/1ml,Infusion,Intravenous
30960,60732020,Kemicetine 1g powder for solution for injection vials (Essential Pharma Ltd),Chloramphenicol sodium succinate,1gram,Powder for solution for injection,Intramuscular/Intravenous
31693,90937020,Vancocin 500mg powder for solution for infusion vials (Flynn Pharma Ltd),Vancomycin hydrochloride,500mg,Powder for solution for infusion,Gastroenteral/Intravenous/Oral
32360,56600020,Vancomycin 1g Powder for solution for infusion (Dumex Ltd),Vancomycin hydrochloride,1gram,Powder for solution for infusion,Gastroenteral/Oral/Intravenous
32438,52785020,Fucidin 500mg powder and solvent for solution for infusion vials (LEO Pharma),Sodium fusidate,500mg,Powder and solvent for solution for infusion,Intravenous
32564,65373020,Vancomycin 250mg/vial injection,Vancomycin Hydrochloride,250mg/vial,Injection,
32939,62169020,Fusidic acid as fusidate sodium 250mg Tablet,Sodium Fusidate,250mg,Tablet,Oral
34193,56596020,Vancomycin 250mg Capsule (Dumex Ltd),Vancomycin hydrochloride,250mg,Capsule,Oral
34194,56595020,Vancomycin 125mg Capsule (Dumex Ltd),Vancomycin hydrochloride,125mg,Capsule,Oral
34805,65591020,Vancomycin 125mg capsules (Actavis UK Ltd),Vancomycin hydrochloride,125mg,Capsule,Oral
36609,66710020,Trobicin 2g powder and solvent for suspension for injection vials (Imported (United States)),Spectinomycin hydrochloride,2gram,Powder and solvent for suspension for injection,Intramuscular
37838,90483020,Cubicin 350mg powder for concentrate for solution for infusion vials (Merck Sharp & Dohme Ltd),Daptomycin,350mg,Powder for solution for infusion,Intravenous
38491,92220020,Daptomycin 500mg powder for solution for infusion vials,Daptomycin,500mg,Powder for solution for infusion,Intravenous
39146,90481020,Daptomycin 350mg powder for solution for infusion vials,Daptomycin,350mg,Powder for solution for infusion,Intravenous
41038,53043020,Dalfopristin with quinupristin 350mg with 150mg powder concentrate for solution for infusion,Dalfopristin Mesilate/Quinupristin Mesilate,350mg + 150mg,Powder For Concentrate For Solution For Infusion,
42686,97678020,Rifaximin 200mg tablets,Rifaximin,200mg,Tablet,Oral
42688,90939020,Vancocin 1g powder for solution for infusion vials (Flynn Pharma Ltd),Vancomycin hydrochloride,1gram,Powder for solution for infusion,Gastroenteral/Oral/Intravenous
45547,99053020,Pristinamycin 500mg tablets,Pristinamycin,500mg,Tablet,Oral
46868,193021,Xifaxanta 200mg tablets (Norgine Pharmaceuticals Ltd),Rifaximin,200mg,Tablet,Oral
50420,60723020,Chloromycetin 125mg/ml Oral suspension (Parke-davis Research Laboratories),Chloramphenicol,125mg/ml,Oral Suspension,
51525,41451020,Rifaximin 550mg tablets,Rifaximin,550mg,Tablet,Oral
52990,36343020,Vancomycin 125mg/5ml oral suspension,Vancomycin hydrochloride,25mg/1ml,Oral suspension,Oral
53270,81556020,Chloramphenicol intrathecal (huddersfield royal infirmary),Chloramphenicol,,,
53884,61047020,Vancomycin 500mg powder for concentrate for solution for infusion vials (Pfizer Ltd),Vancomycin hydrochloride,500mg,Powder for solution for infusion,Gastroenteral/Intravenous/Oral
55827,51121020,Chloramphenicol 250mg capsules (A A H Pharmaceuticals Ltd),Chloramphenicol,250mg,Capsule,Oral
58252,5976020,Vancomycin 125mg capsules (A A H Pharmaceuticals Ltd),Vancomycin hydrochloride,125mg,Capsule,Oral
60274,47673020,Targaxan 550mg tablets (Norgine Pharmaceuticals Ltd),Rifaximin,550mg,Tablet,Oral
60749,5973020,Vancomycin 1g powder for solution for infusion vials (A A H Pharmaceuticals Ltd),Vancomycin hydrochloride,1gram,Powder for solution for infusion,Gastroenteral/Oral/Intravenous
61471,40468020,Taurolidine 2g/100ml intraperitoneal solution bottles,Taurolidine,20mg/1ml,Liquid,Intraperitoneal
61974,15157020,Sulfamethoxypyridazine 500mg tablets,Sulfamethoxypyridazine,500mg,Tablet,Oral
63244,21402021,Vancomycin 500mg powder for concentrate for solution for infusion vials (Kent Pharmaceuticals Ltd),Vancomycin hydrochloride,500mg,Powder for solution for infusion,Gastroenteral/Intravenous/Oral
63566,33362020,Vancomycin 50mg/5ml oral solution,Vancomycin hydrochloride,10mg/1ml,Oral solution,Oral
63567,45304020,Vancomycin 500mg/100ml infusion bags,Vancomycin hydrochloride,5mg/1ml,Infusion,Intravenous
63830,21042020,Vancomycin 250mg/5ml oral suspension,Vancomycin hydrochloride,50mg/1ml,Oral suspension,Oral
64172,16388021,Fosfomycin 4g powder for solution for infusion vials,Fosfomycin sodium,4gram,Powder for solution for infusion,Intravenous
65788,27215021,Fosfomycin 2g powder for solution for infusion vials,Fosfomycin sodium,2gram,Powder for solution for infusion,Intravenous
66789,5978020,Vancomycin 250mg capsules (A A H Pharmaceuticals Ltd),Vancomycin hydrochloride,250mg,Capsule,Oral
67071,5980020,Vancomycin 500mg powder for solution for infusion vials (A A H Pharmaceuticals Ltd),Vancomycin hydrochloride,500mg,Powder for solution for infusion,Gastroenteral/Intravenous/Oral
69171,56279020,Vancomycin 500mg/vial Injection (Antigen Pharmaceuticals),Vancomycin hydrochloride,500mg,Powder for solution for infusion,Gastroenteral/Intravenous/Oral
69172,93329020,Vancomycin oral liquid,Vancomycin Hydrochloride,,,
70608,37397020,Taurolidine 2% nebuliser liquid,Taurolidine,20mg/1ml,Nebuliser liquid,Inhalation
70675,67134020,Zyvox 600mg/300ml infusion bags (Pfizer Ltd),Linezolid,2mg/1ml,Infusion,Intravenous
71024,5977020,Vancomycin 125mg capsules (Alliance Healthcare (Distribution) Ltd),Vancomycin hydrochloride,125mg,Capsule,Oral
71033,5972020,Sodium fusidate 500mg powder and solvent for solution for infusion vials (Alliance Healthcare (Distribution) Ltd),Sodium fusidate,500mg,Powder and solvent for solution for infusion,Intravenous
71091,5969020,Chloramphenicol 250mg capsules (Special Order),Chloramphenicol,250mg,Capsule,Oral
71576,69541021,Vancomycin 500mg powder for concentrate for solution for infusion vials (Flynn Pharma Ltd),Vancomycin hydrochloride,500mg,Powder for solution for infusion,Gastroenteral/Intravenous/Oral
73368,77857020,Zyvox 100mg/5ml granules for oral suspension (Pfizer Ltd),Linezolid,20mg/1ml,Oral suspension,Oral
73374,14763021,Rifaximin 100mg/5ml oral suspension,Rifaximin,20mg/1ml,Oral suspension,Oral
6797,61586020,Colomycin 1million unit powder for solution for injection vials (Teva UK Ltd),Colistimethate sodium,1000000unit,Powder for solution for injection,Intravenous/Inhalation
8684,61573020,"Colistin 250,000units/5ml oral solution",Colistin sulfate,50000unit/1ml,Oral solution,Oral
12657,61578020,Colistimethate 1million unit powder for solution for injection vials,Colistimethate sodium,1000000unit,Powder for solution for injection,Intravenous/Inhalation
14956,78813020,Promixin 1million unit powder for nebuliser solution unit dose vials (Profile Pharma Ltd),Colistimethate sodium,1000000unit,Powder for nebuliser solution,Inhalation
15635,61583020,"Colomycin 250,000units/5ml syrup (Forest Laboratories UK Ltd)",Colistin sulfate,50000unit/1ml,Oral solution,Oral
16043,78140020,Colomycin 2million unit powder for solution for injection vials (Teva UK Ltd),Colistimethate sodium,2000000unit,Powder for solution for injection,Inhalation/Intravenous
16450,78149020,Colistimethate 2million unit powder for solution for injection vials,Colistimethate sodium,2000000unit,Powder for solution for injection,Inhalation/Intravenous
17535,83851020,Colistimethate 1million unit powder for nebuliser solution unit dose vials,Colistimethate sodium,1000000unit,Powder for nebuliser solution,Inhalation
21058,61572020,Colistin 1.5million unit tablets,Colistin sulfate,1500000unit,Tablet,Oral
24937,77327020,Promixin 1million unit powder for solution for injection vials (Profile Pharma Ltd),Colistimethate sodium,1000000unit,Powder for solution for injection,Intravenous/Inhalation
29615,78138020,Colistimethate sodium 1million units powder for solution for injection,Colistimethate Sodium,1 Million Units,Powder For Solution For Injection,Intravenous Injection
57994,16609021,"Colobreathe 1,662,500unit inhalation powder capsules (Teva UK Ltd)",Colistimethate sodium,1662500unit,Inhalation powder,Inhalation
61828,16608021,"Colistimethate 1,662,500unit inhalation powder capsules",Colistimethate sodium,1662500unit,Inhalation powder,Inhalation
67878,69942021,Colistimethate 2million unit powder for nebuliser solution unit dose vials,Colistimethate sodium,2000000unit,Powder for nebuliser solution,Inhalation
70158,69943021,ColiFin 2 MIU powder for nebuliser solution unit dose vials (Pari Medical Ltd),Colistimethate sodium,2000000unit,Powder for nebuliser solution,Inhalation
37,68194020,Trimethoprim 200mg tablets,Trimethoprim,200mg,Tablet,Oral
109,53625020,Septrin Adult 80mg/400mg/5ml oral suspension (Aspen Pharma Trading Ltd),Trimethoprim/Sulfamethoxazole,16mg/1ml + 80mg/1ml,Oral suspension,Oral
128,66810020,Sulfametopyrazine 2g tablet,Sulfametopyrazine,2g,Tablets,Oral
131,66400020,Septrin for Infusion 80mg/400mg/5ml solution for infusion ampoules (Aspen Pharma Trading Ltd),Sulfamethoxazole/Trimethoprim,80mg/1ml + 16mg/1ml,Solution for infusion,Intravenous
260,66804020,Sulphafurazole 500mg/5ml oral solution,Sulfafurazole Acetyl,500mg/5ml,Syrup,Oral
298,66800020,Sulfadimidine 333mg/ml injection,Sulfadimidine,333mg/ml,Injection,
340,68193020,Trimethoprim 100mg tablets,Trimethoprim,100mg,Tablet,Oral
477,68198020,Trimethoprim 50mg/5ml oral suspension sugar free,Trimethoprim,10mg/1ml,Oral suspension,Oral
606,59048020,Co-trimoxazole 80mg/400mg tablets,Trimethoprim/Sulfamethoxazole,80mg + 400mg,Tablet,Oral
1199,66386020,Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free,Trimethoprim/Sulfamethoxazole,8mg/1ml + 40mg/1ml,Oral suspension,Oral
1467,59050020,Co-trimoxazole 160mg/800mg tablets,Sulfamethoxazole/Trimethoprim,800mg + 160mg,Tablet,Oral
2460,53620020,Septrin Forte 160mg/800mg tablets (Aspen Pharma Trading Ltd),Sulfamethoxazole/Trimethoprim,800mg + 160mg,Tablet,Oral
2658,66388020,Co-trimoxazole 80mg/400mg/5ml oral suspension,Trimethoprim/Sulfamethoxazole,16mg/1ml + 80mg/1ml,Oral suspension,Oral
7962,50012020,Kelfizine w 2g Tablet (Pharmacia Ltd),Sulfametopyrazine,2g,Tablet,Oral
8171,50505020,Monotrim 200mg tablets (Abbott Healthcare Products Ltd),Trimethoprim,200mg,Tablet,Oral
10046,52017020,Trimopan 200mg tablets (Teva UK Ltd),Trimethoprim,200mg,Tablet,Oral
10301,68320020,Sulfadimidine 500mg/5ml paediatric mixture,Sulfadimidine,500mg/5ml,Mixture,Oral
13325,50504020,Monotrim 100mg tablets (Abbott Healthcare Products Ltd),Trimethoprim,100mg,Tablet,Oral
16620,88766020,Co-trimoxazole 80mg/400mg/5ml solution for infusion ampoules,Sulfamethoxazole/Trimethoprim,80mg/1ml + 16mg/1ml,Solution for infusion,Intravenous
17729,59870020,Sulfadimidine 500mg tablet,Sulfadimidine,500mg,Tablets,Oral
20523,51912020,Thalazole 500mg Tablet (May and Baker),Phthalylsulfathiazole,500mg,Tablet,Oral
21037,65632020,Uromide Tablet (Consolidated Chemicals (UK) Ltd),Sulfacarbamide/phenazopyridine Hydrochloride,,Tablet,Oral
21640,52016020,Trimopan 100mg tablets (Teva UK Ltd),Trimethoprim,100mg,Tablet,Oral
24856,51733020,Sulphamezathine 333mg/ml Injection (AstraZeneca UK Ltd),Sulfadimidine,333mg/ml,Injection,
27255,50768020,Trimethoprim 200mg tablets (A A H Pharmaceuticals Ltd),Trimethoprim,200mg,Tablet,Oral
27417,66803020,Sulphafurazole 500mg tablet,Sulfafurazole Acetyl,500mg,Tablets,Oral
28562,60354020,Enteromide 500mg Tablet (Consolidated Chemicals (UK) Ltd),Calcium,500mg,Tablet,Oral
29351,53385020,Trimethoprim 50mg/5ml oral suspension sugar free (Teva UK Ltd),Trimethoprim,10mg/1ml,Oral suspension,Oral
29357,66797020,Sulphadimethoxine 500mg tablet,Sulphadimethoxine,500mg,Tablets,Oral
29800,79695020,Phthalylsulfathiazole 500mg tablet,Phthalylsulfathiazole,500mg,Tablets,Oral
29994,66807020,Sulfaguanidine 500mg tablet,Sulfaguanidine,500mg,Tablets,Oral
32906,50767020,Trimethoprim 100mg tablets (A A H Pharmaceuticals Ltd),Trimethoprim,100mg,Tablet,Oral
32908,53383020,Trimethoprim 200mg tablets (Teva UK Ltd),Trimethoprim,200mg,Tablet,Oral
33997,54432020,Trimethoprim 200mg tablets (IVAX Pharmaceuticals UK Ltd),Trimethoprim,200mg,Tablet,Oral
34252,65037020,Trimethoprim 50mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),Trimethoprim,10mg/1ml,Oral suspension,Oral
34379,65535020,Trimethoprim 200mg tablets (Kent Pharmaceuticals Ltd),Trimethoprim,200mg,Tablet,Oral
34392,57158020,Trimethoprim 200mg tablets (Actavis UK Ltd),Trimethoprim,200mg,Tablet,Oral
34488,65532020,Trimethoprim 100mg tablets (Kent Pharmaceuticals Ltd),Trimethoprim,100mg,Tablet,Oral
34542,53384020,Trimethoprim 100mg tablets (Teva UK Ltd),Trimethoprim,100mg,Tablet,Oral
34633,67423020,Trimethoprim 200mg tablets (Sandoz Ltd),Trimethoprim,200mg,Tablet,Oral
34727,51148020,Co-trimoxazole 80mg/400mg tablets (Actavis UK Ltd),Trimethoprim/Sulfamethoxazole,80mg + 400mg,Tablet,Oral
36622,93670020,Monotrim 50mg/5ml oral suspension (Chemidex Pharma Ltd),Trimethoprim,10mg/1ml,Oral suspension,Oral
39933,71652020,Trimethoprim 200mg tablets (Almus Pharmaceuticals Ltd),Trimethoprim,200mg,Tablet,Oral
41579,49394020,Co-trimoxazole 80mg/400mg tablets (A A H Pharmaceuticals Ltd),Trimethoprim/Sulfamethoxazole,80mg + 400mg,Tablet,Oral
43545,57157020,Trimethoprim 100mg tablets (Actavis UK Ltd),Trimethoprim,100mg,Tablet,Oral
44075,98967020,Septrin tablets (Aspen Pharma Trading Ltd),Trimethoprim/Sulfamethoxazole,80mg + 400mg,Tablet,Oral
44286,98969020,Septrin Paediatric 40mg/200mg/5ml oral suspension (Aspen Pharma Trading Ltd),Trimethoprim/Sulfamethoxazole,8mg/1ml + 40mg/1ml,Oral suspension,Oral
45246,67419020,Trimethoprim 100mg tablets (Sandoz Ltd),Trimethoprim,100mg,Tablet,Oral
49592,6003020,Trimethoprim 100mg tablets (Phoenix Healthcare Distribution Ltd),Trimethoprim,100mg,Tablet,Oral
50120,39858020,Trimethoprim 200mg tablets (Accord Healthcare Ltd),Trimethoprim,200mg,Tablet,Oral
50797,6004020,Trimethoprim 200mg tablets (Alliance Healthcare (Distribution) Ltd),Trimethoprim,200mg,Tablet,Oral
51510,6006020,Trimethoprim 200mg tablets (Bristol Laboratories Ltd),Trimethoprim,200mg,Tablet,Oral
51725,34818020,Trimethoprim 20mg/5ml oral suspension,Trimethoprim,4mg/1ml,Oral suspension,Oral
