DrugCode,Chapter,Description
96433989,05.01.02.01,Cefalexin 250mg capsules
96433990,05.01.02.01,Cefalexin 250mg/5ml oral suspension sugar free
96435988,05.01.02.01,Cefalexin 125mg/5ml oral suspension sugar free
96639990,05.01.02.01,Cefaclor 375mg modified-release tablets
96688989,05.01.02.01,Cefradine 500mg capsules
96688990,05.01.02.01,Cefradine 250mg capsules
96835997,05.01.02.01,Cefalexin 250mg/5ml oral suspension sugar free
96835998,05.01.02.01,Cefalexin 125mg/5ml oral suspension sugar free
96836996,05.01.02.01,Cefalexin 500mg/5ml oral suspension
96836997,05.01.02.01,Cefalexin 250mg/5ml oral suspension sugar free
96836998,05.01.02.01,Cefalexin 125mg/5ml oral suspension sugar free
96837997,05.01.02.01,Cefalexin 500mg tablets
96837998,05.01.02.01,Cefalexin 250mg tablets
96838998,05.01.02.01,Cefuroxime 250mg powder for injection vials
96841996,05.01.02.01,Ceftazidime 3g powder for solution for injection vials
96841998,05.01.02.01,Ceftazidime 2g powder for solution for injection vials
96842996,05.01.02.01,Ceftazidime 1g powder for solution for injection vials
96842997,05.01.02.01,Ceftazidime 500mg powder for solution for injection vials
96845997,05.01.02.01,Cefradine 1g powder for solution for injection vials
96845998,05.01.02.01,Cefradine 500mg powder for solution for injection vials
96846996,05.01.02.01,Cefradine 250mg/5ml oral solution
96846997,05.01.02.01,Cefradine 500mg capsules
96846998,05.01.02.01,Cefradine 250mg capsules
96849996,05.01.02.01,Cefotaxime 2g powder for solution for injection vials
96849997,05.01.02.01,Cefotaxime 1g powder for solution for injection vials
96849998,05.01.02.01,Cefotaxime 500mg powder for solution for injection vials
96855996,05.01.02.01,Cefadroxil 250mg/5ml oral suspension
96855997,05.01.02.01,Cefadroxil 125mg/5ml oral suspension
96855998,05.01.02.01,Cefadroxil 500mg capsules
96856996,05.01.02.01,Cefaclor 250mg/5ml oral suspension
96856997,05.01.02.01,Cefaclor 125mg/5ml oral suspension
96856998,05.01.02.01,Cefaclor 250mg capsules
96909988,05.01.02.01,Cefalexin 250mg/5ml oral suspension sugar free
96909989,05.01.02.01,Cefalexin 125mg/5ml oral suspension sugar free
96909990,05.01.02.01,Cefalexin 500mg capsules
96911988,05.01.02.01,Cefalexin 250mg capsules
96911989,05.01.02.01,Cefalexin 500mg capsules
96911990,05.01.02.01,Cefalexin 250mg tablets
96923989,05.01.02.01,Cefaclor 375mg modified-release tablets
96925988,05.01.02.01,Cefaclor 125mg/5ml oral suspension sugar free
96925989,05.01.02.01,Cefaclor 500mg capsules
97024989,05.01.02.01,Cefradine 500mg capsules
97024990,05.01.02.01,Cefradine 250mg capsules
97035988,05.01.02.01,Cefaclor 250mg capsules
97035989,05.01.02.01,Cefaclor 125mg/5ml oral suspension sugar free
97035990,05.01.02.01,Cefaclor 250mg/5ml oral suspension sugar free
97171988,05.01.02.01,Cefalexin 125mg/5ml oral suspension sugar free
97171989,05.01.02.01,Cefalexin 500mg capsules
97171990,05.01.02.01,Cefalexin 250mg capsules
97237989,05.01.02.01,Cefalexin 250mg/5ml oral suspension
97237990,05.01.02.01,Cefalexin 125mg/5ml oral suspension
97310998,05.01.02.01,Cefadroxil 500mg/5ml suspension
97311996,05.01.02.01,Cefadroxil 250mg/5ml suspension
97311997,05.01.02.01,Cefadroxil 125mg/5ml suspension
97311998,05.01.02.01,Cefadroxil 500mg capsules
97328997,05.01.02.01,Cefaclor 250mg/5ml oral suspension
97328998,05.01.02.01,Cefaclor 125mg/5ml oral suspension
97542990,05.01.02.01,Cefaclor 250mg/5ml oral suspension sugar free
97612998,05.01.02.01,Cefuroxime 1.5g powder for injection vials
97613996,05.01.02.01,Cefuroxime 1.5g powder for injection vials
97613997,05.01.02.01,Cefuroxime 750mg powder for injection vials
97613998,05.01.02.01,Cefuroxime 250mg powder for injection vials
97620996,05.01.02.01,Ceftazidime 1g powder for solution for injection vials
97620997,05.01.02.01,Ceftazidime 500mg powder for solution for injection vials
97650996,05.01.02.01,Ceftriaxone 2g powder for solution for injection vials
97650997,05.01.02.01,Ceftriaxone 1g powder for solution for injection vials
97650998,05.01.02.01,Ceftriaxone 250mg powder for solution for injection vials
97696988,05.01.02.01,Cefaclor 125mg/5ml oral suspension sugar free
97696990,05.01.02.01,Cefaclor 250mg capsules
97778988,05.01.02.01,Cefalexin 250mg/5ml oral suspension
97778989,05.01.02.01,Cefalexin 125mg/5ml oral suspension
97806997,05.01.02.01,Cefpodoxime 40mg/5ml oral suspension
97806998,05.01.02.01,Cefpodoxime 100mg tablets
97839990,05.01.02.01,Cefaclor 250mg/5ml oral suspension
97840988,05.01.02.01,Cefaclor 125mg/5ml oral suspension
97840989,05.01.02.01,Cefaclor 500mg capsules
97840990,05.01.02.01,Cefaclor 250mg capsules
97859988,05.01.02.01,Cefalexin 500mg capsules
97859989,05.01.02.01,Cefalexin 250mg capsules
97859990,05.01.02.01,Cefalexin 250mg tablets
97886998,05.01.02.01,Cefalexin 500mg/5ml oral suspension
97887996,05.01.02.01,Cefalexin 250mg/5ml oral suspension
97887997,05.01.02.01,Cefalexin 125mg/5ml oral suspension
97887998,05.01.02.01,Cefalexin 500mg capsules
97888996,05.01.02.01,Cefalexin 250mg capsules
97888997,05.01.02.01,Cefalexin 500mg tablets
97888998,05.01.02.01,Cefalexin 250mg tablets
97990988,05.01.02.01,Cefalexin 250mg/5ml oral suspension
97990989,05.01.02.01,Cefalexin 125mg/5ml oral suspension
97990990,05.01.02.01,Cefalexin 500mg capsules
97991988,05.01.02.01,Cefalexin 250mg capsules
98015989,05.01.02.01,Cefalexin 250mg capsules
98015990,05.01.02.01,Cefalexin 250mg tablets
98195988,05.01.02.01,Cefalexin 250mg/5ml oral suspension
98195989,05.01.02.01,Cefalexin 500mg capsules
98635988,05.01.02.01,Cefalexin 250mg/5ml oral suspension
98635989,05.01.02.01,Cefalexin 125mg/5ml oral suspension
98635990,05.01.02.01,Cefalexin 500mg tablets
98638988,05.01.02.01,Cefalexin 250mg tablets
98638989,05.01.02.01,Cefalexin 500mg capsules
98638990,05.01.02.01,Cefalexin 250mg capsules
98813998,05.01.02.01,Cefadroxil 500mg/5ml oral suspension
98940997,05.01.02.01,Cefpodoxime 40mg/5ml paediatric suspension
98940998,05.01.02.01,Cefpodoxime 100mg tablets
98983997,05.01.02.01,Cefradine 1g injection (powder for reconstitution)
98983998,05.01.02.01,Cefradine 500mg injection (powder for reconstitution)
98984996,05.01.02.01,Cefradine 250mg/5ml syrup
98984997,05.01.02.01,Cefradine 500mg capsules
98984998,05.01.02.01,Cefradine 250mg capsules
99255990,05.01.02.01,Cefalexin 500mg capsules
99698988,05.01.02.01,Cefalexin 250mg/5ml oral suspension sugar free
99698989,05.01.02.01,Cefalexin 125mg/5ml oral suspension sugar free
99698990,05.01.02.01,Cefalexin 500mg tablets
99699988,05.01.02.01,Cefalexin 250mg tablets
99699989,05.01.02.01,Cefalexin 500mg capsules
99699990,05.01.02.01,Cefalexin 250mg capsules
99700988,05.01.02.01,Cefalexin 500mg tablets
99700989,05.01.02.01,Cefalexin 500mg capsules
99701988,05.01.02.01,Cefalexin 250mg capsules
99701989,05.01.02.01,Cefalexin 500mg tablets
99741996,05.01.02.01,Cefaclor 250mg/5ml oral suspension
99741997,05.01.02.01,Cefaclor 125mg/5ml oral suspension
96838997,05.01.02.01,Cefuroxime 750mg/50ml infusion bags
96841997,05.01.02.01,Ceftazidime 2g powder for solution for injection vials
89653998,05.01.02.02,Ertapenem 1g powder for solution for infusion vials
89654998,05.01.02.02,Ertapenem 1g powder for solution for infusion vials
62564979,05.01.02.03,Aztreonam 75mg powder and solvent for nebuliser solution vials with device
82074998,05.01.02.03,Aztreonam 75mg powder and solvent for nebuliser solution vials with device
82085998,05.01.02.03,Aztreonam 75mg powder and solvent for nebuliser solution vials with device
96927996,05.01.02.03,Aztreonam 2g powder for solution for injection vials
96927997,05.01.02.03,Aztreonam 1g powder for solution for injection vials
96929996,05.01.02.03,Aztreonam 2g powder for solution for injection vials
96929997,05.01.02.03,Aztreonam 1g powder for solution for injection vials
96929998,05.01.02.03,Aztreonam 500mg powder for solution for injection vials
54575979,05.01.03.00,Tetracycline 125mg/5ml oral solution
55595979,05.01.03.00,Lymecycline 408mg capsules
55596979,05.01.03.00,Lymecycline 408mg capsules
60688979,05.01.03.00,Lymecycline 408mg capsules
66553979,05.01.03.00,Oxytetracycline 125mg/5ml oral suspension
68617978,05.01.03.00,Demeclocycline 150mg capsules
81719998,05.01.03.00,Minocycline 100mg modified-release capsules
82730998,05.01.03.00,Doxycycline 40mg modified-release capsules
82732998,05.01.03.00,Doxycycline 40mg modified-release capsules
86390998,05.01.03.00,Minocycline 100mg modified-release capsules
86753998,05.01.03.00,Minocycline 100mg modified-release capsules
87959998,05.01.03.00,Minocycline 100mg modified-release capsules
88030998,05.01.03.00,Doxycycline 50mg capsules
88271998,05.01.03.00,Doxycycline 50mg capsules
88431998,05.01.03.00,Doxycycline 100mg capsules
89009998,05.01.03.00,Demeclocycline 150mg capsules
91308998,05.01.03.00,Minocycline 100mg tablets
91630998,05.01.03.00,Doxycycline 100mg dispersible tablets sugar free
92362998,05.01.03.00,Doxycycline 100mg capsules
92481998,05.01.03.00,Compound tetracycline 300mg tablets
92601997,05.01.03.00,Minocycline 100mg tablets
92601998,05.01.03.00,Minocycline 50mg tablets
92613997,05.01.03.00,Doxycycline 50mg capsules
92613998,05.01.03.00,Doxycycline 50mg capsules
92775990,05.01.03.00,Doxycycline 100mg capsules
92854997,05.01.03.00,Minocycline 100mg capsules
92854998,05.01.03.00,Minocycline 50mg capsules
92856997,05.01.03.00,Doxycycline 50mg capsules
92856998,05.01.03.00,Doxycycline 100mg capsules
92931998,05.01.03.00,Minocycline 50mg tablets
93276992,05.01.03.00,Chlortetracycline hyd./demeclocycline hy 115.4 mg tab
93484992,05.01.03.00,Doxycycline 100mg capsules
93707992,05.01.03.00,Deteclo 75 mg syr
93711992,05.01.03.00,Oxytetracycline 250mg tablets
93923998,05.01.03.00,Doxycycline 100mg capsules
93938998,05.01.03.00,Oxytetracycline 250mg tablets
93986992,05.01.03.00,Tetracycline hcl/pancreatic concentrate cap
93987992,05.01.03.00,Tetracycline hydrochloride/amphotericin syr
94007992,05.01.03.00,Ledermycin drops 60 mg
94181979,05.01.03.00,Oxytetracycline 250mg tablets
94212979,05.01.03.00,Doxycycline 100mg capsules
94213979,05.01.03.00,Doxycycline 100mg capsules
94214979,05.01.03.00,Doxycycline 100mg capsules
94446990,05.01.03.00,Oxytetracycline 250mg tablets
94561996,05.01.03.00,Tetracycline hydrochloride 500mg infusion (powder for reconstitution)
94561997,05.01.03.00,Tetracycline hydrochloride 250mg infusion (powder for reconstitution)
94666998,05.01.03.00,Chlortetracycline with demeclocycline with tetracycline tablets
94750990,05.01.03.00,Oxytetracycline 250mg tablets
94848990,05.01.03.00,Minocycline 100mg modified-release capsules
94933998,05.01.03.00,Lymecycline 408mg capsules
95190998,05.01.03.00,Tetracycline with amphoteracin syrup
95191997,05.01.03.00,Tetracycline with nystatin capsules
95192998,05.01.03.00,Tetracycline with chlortetracycline & demeclocycline tablets
95193998,05.01.03.00,Tetracycline 250mg capsules
95194998,05.01.03.00,Tetracycline 250mg modified release capsules
95195996,05.01.03.00,Tetracycline 500mg/vial iv injection
95195997,05.01.03.00,Tetracycline 250mg/vial iv injection
95196997,05.01.03.00,Tetracycline 250mg capsules
95196998,05.01.03.00,Tetracycline 125mg/5ml oral solution
95210992,05.01.03.00,Ledermycin 75 mg syr
95369992,05.01.03.00,Oxytetracycline 500 mg tab
95644997,05.01.03.00,Oxytetracycline 125mg/5ml syrup
95644998,05.01.03.00,Oxytetracycline 250mg capsules
95659992,05.01.03.00,Tetracycline hydrochloride 250mg capsules
95660992,05.01.03.00,Tetralysal 150 mg cap
95801997,05.01.03.00,Minocycline 100mg tablets
95801998,05.01.03.00,Minocycline 50mg tablets
95828992,05.01.03.00,Chlortetracycline hcl syr
95991998,05.01.03.00,Lymecycline 408mg capsules
96089990,05.01.03.00,Doxycycline 100mg capsules
96178992,05.01.03.00,Demeclocycline hcl 75 mg syr
96202990,05.01.03.00,Doxycycline 50mg capsules
96282990,05.01.03.00,Doxycycline (as hyclate) 100mg tablets
96304998,05.01.03.00,Doxycycline (as hyclate) 50mg/5ml oral solution
96305996,05.01.03.00,Doxycycline (as hyclate) 100mg tablets
96305997,05.01.03.00,Doxycycline 100mg capsules
96305998,05.01.03.00,Doxycycline 100mg dispersible tablets sugar free
96329992,05.01.03.00,Methacycline hcl 150 mg cap
96354990,05.01.03.00,Doxycycline 100mg capsules
96367992,05.01.03.00,Novobiocin/tetracycline 125 mg cap
96447998,05.01.03.00,Demeclocycline with chlortetracycline with tetracycline tablets
96448997,05.01.03.00,Demeclocycline 300mg tablets
96448998,05.01.03.00,Demeclocycline 150mg capsules
96485992,05.01.03.00,Tetracycline 500 mg tab
96635998,05.01.03.00,Clomocycline sodium 170mg capsules
96636998,05.01.03.00,Clomocycline 170mg capsules
96681998,05.01.03.00,Chlortetracycline 250mg capsules
96779992,05.01.03.00,Terramycin syr
96781992,05.01.03.00,Tetracycline 500 mg cap
97051990,05.01.03.00,Doxycycline 100mg capsules
97121990,05.01.03.00,Doxycycline 100mg capsules
97142997,05.01.03.00,Tetracycline hydrochloride 250mg tablets
97142998,05.01.03.00,Tetracycline hydrochloride 250mg capsules
97144998,05.01.03.00,Oxytetracycline 250mg tablets
97153997,05.01.03.00,Tetracycline 125mg/5ml oral solution
97153998,05.01.03.00,Tetracycline 250mg tablets
97154998,05.01.03.00,Oxytetracycline 250mg tablets
97209989,05.01.03.00,Doxycycline 100mg capsules
97209990,05.01.03.00,Doxycycline 50mg capsules
97246992,05.01.03.00,Doxycycline 100mg capsules
97559997,05.01.03.00,Minocycline 100mg tablets
97559998,05.01.03.00,Minocycline 50mg tablets
97683992,05.01.03.00,Lymecycline 204 mg cap
97732990,05.01.03.00,Oxytetracycline 250mg tablets
97735992,05.01.03.00,Methacycline hcl 75 mg syr
97738989,05.01.03.00,Minocycline 100mg tablets
97738990,05.01.03.00,Minocycline 50mg tablets
97753998,05.01.03.00,Doxycycline 50mg capsules
97761989,05.01.03.00,Doxycycline 100mg capsules
97842992,05.01.03.00,Oxytetracycline 250 mg syr
97843992,05.01.03.00,Oxytetracycline 100 mg tab
97844992,05.01.03.00,Oxytetracycline 250 mg inj
97892998,05.01.03.00,Tetracycline hydrochloride 250mg modified release capsules
97913998,05.01.03.00,Doxycycline 100mg tablets
98029989,05.01.03.00,Minocycline 100mg tablets
98029990,05.01.03.00,Minocycline 50mg tablets
98044990,05.01.03.00,Doxycycline 100mg capsules
98231998,05.01.03.00,Doxycycline 100mg dispersible tablets sugar free
98323997,05.01.03.00,Tetracycline 125mg/5ml syrup
98323998,05.01.03.00,Tetracycline hydrochloride 250mg capsules
98341997,05.01.03.00,Tetracycline 250mg capsules
98341998,05.01.03.00,Tetracycline hydrochloride 250mg tablets
98352989,05.01.03.00,Doxycycline 50mg capsules
98352990,05.01.03.00,Doxycycline 100mg capsules
98405990,05.01.03.00,Tetracycline 250mg tablets
98456998,05.01.03.00,Oxytetracycline 250mg tablets
98462990,05.01.03.00,Oxytetracycline 250mg tablets
98464990,05.01.03.00,Oxytetracycline 250mg tablets
98480989,05.01.03.00,Minocycline 100mg tablets
98480990,05.01.03.00,Minocycline 50mg tablets
98530998,05.01.03.00,Minocycline 100mg modified-release capsules
98531996,05.01.03.00,Minocycline 100mg capsules
98531997,05.01.03.00,Minocycline 50mg capsules
98531998,05.01.03.00,Minocycline 100mg modified-release capsules
98601989,05.01.03.00,Doxycycline 100mg capsules
98601990,05.01.03.00,Doxycycline 50mg capsules
98612990,05.01.03.00,Tetracycline 250mg capsules
98795998,05.01.03.00,Tetracycline with amphoteracin syrup
98969996,05.01.03.00,Doxycycline 50mg/5ml syrup
98969997,05.01.03.00,Doxycycline 100mg dispersible tablets sugar free
98969998,05.01.03.00,Doxycycline 100mg capsules
99054998,05.01.03.00,Lymecycline 408mg capsules
99055997,05.01.03.00,Tetracycline hydrochloride 250mg capsules
99055998,05.01.03.00,Tetracycline hydrochloride 250mg tablets
99056998,05.01.03.00,Tetracycline hydrochloride 250mg modified release capsules
99060997,05.01.03.00,Oxytetracycline 250mg capsules
99060998,05.01.03.00,Oxytetracycline 250mg tablets
99101997,05.01.03.00,Doxycycline 50mg capsules
99101998,05.01.03.00,Doxycycline 100mg capsules
99354990,05.01.03.00,Tetracycline 250mg tablets
99355990,05.01.03.00,Tetracycline 250mg tablets
99382998,05.01.03.00,Tetracycline with nystatin capsules
99478990,05.01.03.00,Oxytetracycline 250mg tablets
99480990,05.01.03.00,Oxytetracycline 250mg tablets
99485997,05.01.03.00,Demeclocycline hydrochloride 300mg tablets
99485998,05.01.03.00,Demeclocycline 150mg capsules
99613989,05.01.03.00,Doxycycline 50mg capsules
99613990,05.01.03.00,Doxycycline 100mg capsules
99767998,05.01.03.00,Compound tetracycline 300mg tablets
99831998,05.01.03.00,Tetracycline with pancreatic enzymes capsules
99895998,05.01.03.00,Oxytetracycline 250mg tablets
99923998,05.01.03.00,Chlortetracycline hydrochloride 250mg capsules
95191998,05.01.03.00,Tetracycline 250mg with nystatin 250000units tablets
86032998,05.01.03.00,Tigecycline 50mg powder for solution for infusion vials
86033998,05.01.03.00,Tigecycline 50mg powder for solution for infusion vials
99382997,05.01.03.00,Tetracycline & nystatin 250mg+250ku tablets
93024998,05.01.03.00,Minocycline 2% dental gel sugar free
99923997,05.01.03.00,Chlortetracycline hydrochloride powder
46821978,05.01.04.00,Gentamicin 360mg/120ml infusion bags
46824978,05.01.04.00,Gentamicin 240mg/80ml infusion bags
46893978,05.01.04.00,Gentamicin 20mg/2ml solution for injection ampoules
81149998,05.01.04.00,Tobramycin 28mg inhalation powder capsules with device
81150998,05.01.04.00,Tobramycin 28mg inhalation powder capsules with device
82756978,05.01.04.00,Tobramycin 300mg/5ml nebuliser liquid ampoules
83215998,05.01.04.00,Tobramycin 300mg/4ml nebuliser liquid ampoules
83216998,05.01.04.00,Tobramycin 300mg/4ml nebuliser liquid ampoules
83975998,05.01.04.00,Tobramycin 80mg/2ml solution for injection vials
85191998,05.01.04.00,Tobramycin 240mg/6ml solution for injection vials
85192998,05.01.04.00,Tobramycin 80mg/2ml solution for injection vials
85193998,05.01.04.00,Tobramycin 40mg/ml injection
85251979,05.01.04.00,Tobramycin 40mg/1ml solution for injection vials
85726998,05.01.04.00,Gentamicin 80mg/2ml solution for injection ampoules
85727998,05.01.04.00,Gentamicin 40mg/1ml solution for injection ampoules
86257979,05.01.04.00,Tobramycin 80mg/2ml solution for injection vials
87362998,05.01.04.00,Gentamicin 80mg/2ml solution for injection vials
89348998,05.01.04.00,Tobramycin 300mg/5ml nebuliser liquid ampoules
90360979,05.01.04.00,Gentamicin 80mg/2ml solution for injection vials
90362979,05.01.04.00,Gentamicin 80mg/2ml solution for injection vials
90371979,05.01.04.00,Gentamicin 80mg/2ml solution for injection ampoules
90373979,05.01.04.00,Gentamicin 80mg/2ml solution for injection ampoules
93205996,05.01.04.00,Tobramycin 300mg/5ml nebuliser liquid ampoules
93205997,05.01.04.00,Tobramycin 40mg/ml injection
93205998,05.01.04.00,Tobramycin 10mg/ml injection
94242992,05.01.04.00,Mycifradin sterile pwdr 350 mg pow
94808990,05.01.04.00,Gentamicin 5mg/1ml solution for injection ampoules
94977990,05.01.04.00,Gentamicin 20mg/2ml solution for injection ampoules
95037990,05.01.04.00,Gentamicin 80mg/2ml solution for injection ampoules
95055992,05.01.04.00,Genticin 25 mg inj
95059997,05.01.04.00,Amikacin 500mg/2ml solution for injection vials
95059998,05.01.04.00,Amikacin 100mg/2ml solution for injection vials
95060997,05.01.04.00,Amikacin 500mg/2ml solution for injection vials
95060998,05.01.04.00,Amikacin 100mg/2ml solution for injection vials
95154997,05.01.04.00,Tobramycin 80mg/2ml solution for injection vials
95154998,05.01.04.00,Tobramycin 20mg/2ml injection
95618992,05.01.04.00,Streptotriad tab
95697990,05.01.04.00,Tobramycin 80mg/2ml solution for injection vials
95731996,05.01.04.00,Netilmicin 100mg/1ml injection
95731997,05.01.04.00,Netilmicin 50mg/1ml injection
95731998,05.01.04.00,Netilmicin 15mg/1.5ml injection
95732996,05.01.04.00,Netilmicin 100mg/ml injection
95732997,05.01.04.00,Netilmicin 50mg/1ml solution for injection ampoules
95732998,05.01.04.00,Netilmicin 15mg/1.5ml solution for injection ampoules
95748997,05.01.04.00,Neomycin sulphate oral solution
95748998,05.01.04.00,Neomycin 500mg tablets
96080992,05.01.04.00,Netilmicin 150mg/1.5ml injection
96285998,05.01.04.00,Gentamicin 2mg/2ml intrathecal injection
96287998,05.01.04.00,Gentamicin 80mg/ml injection
96293996,05.01.04.00,Gentamicin 5mg/1ml solution for injection ampoules
96293997,05.01.04.00,Gentamicin 1mg/ml intrathecal injection
96293998,05.01.04.00,Gentamicin 80mg/ml injection
96294996,05.01.04.00,Gentamicin 60mg/ml injection
96294997,05.01.04.00,Gentamicin 80mg/2ml solution for injection ampoules
96294998,05.01.04.00,Gentamicin 20mg/2ml solution for injection ampoules
96354992,05.01.04.00,Neomycin sulphate 500 mg syr
96355992,05.01.04.00,Neomycin 500mg tablets
96479998,05.01.04.00,Framycetin sulfate 250mg tablets
96487998,05.01.04.00,Framycetin 250mg tablet
96671992,05.01.04.00,Gentamycin 40 mg inj
96672992,05.01.04.00,Gentamicin 160 mg inj
96738990,05.01.04.00,Tobramycin 240mg/6ml solution for injection vials
96746990,05.01.04.00,Gentamicin 80mg/2ml solution for injection ampoules
97336998,05.01.04.00,Gentamicin 80mg/2ml solution for injection ampoules
97518992,05.01.04.00,Gentamicin 80mg/2ml solution for injection ampoules
99351998,05.01.04.00,Neomycin 500mg tablets
99827998,05.01.04.00,Gentamicin 80mg/2ml solution for injection ampoules
99850992,05.01.04.00,Amikacin 100mg/2ml solution for injection vials
99851992,05.01.04.00,Amikacin 500mg/2ml solution for injection vials
96479997,05.01.04.00,Framycetin sulfate 500mg powder
33963978,05.01.05.00,Erythromycin ethyl succinate 500mg tablets
59438979,05.01.05.00,Azithromycin 200mg/5ml oral suspension
78600978,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension
81740998,05.01.05.00,Clarithromycin 500mg modified-release tablets
83061998,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free
83062998,05.01.05.00,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free
83063998,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free
83064998,05.01.05.00,Erythromycin ethyl succinate 500mg tablets
83065998,05.01.05.00,Erythromycin stearate 500mg tablets
83066998,05.01.05.00,Erythromycin stearate 250mg tablets
83472998,05.01.05.00,Clarithromycin 250mg/5ml oral suspension
83474998,05.01.05.00,Clarithromycin 125mg/5ml oral suspension
83543998,05.01.05.00,Azithromycin 500mg tablets
85194998,05.01.05.00,Erythromycin 1g powder for solution for infusion vials
85408998,05.01.05.00,Azithromycin 250mg capsules
86473998,05.01.05.00,Clarithromycin 250mg/sachet granules
86474998,05.01.05.00,Clarithromycin 187.5mg granules
86475998,05.01.05.00,Clarithromycin 125mg granules
86476998,05.01.05.00,Clarithromycin 250mg granules straws
86477998,05.01.05.00,Clarithromycin 187.5mg granules straws
86478998,05.01.05.00,Clarithromycin 125mg granules straws
87506998,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
88231997,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension
88231998,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension
88378997,05.01.05.00,Clarithromycin 250mg/5ml oral suspension
88378998,05.01.05.00,Clarithromycin 250mg granules sachets
88962998,05.01.05.00,Spiramycin 500mg tablet
89246998,05.01.05.00,Clarithromycin 500mg modified-release tablets
89421998,05.01.05.00,Erythromycin 250mg/5ml sugar free suspension
89423998,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free
89630996,05.01.05.00,Erythromycin ethyl succinate 500mg/5ml oral suspension
89630997,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension
89630998,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension
90499996,05.01.05.00,Erythromycin 500mg/5ml sugar free suspension
90499997,05.01.05.00,Erythromycin 250mg/5ml sugar free suspension
90499998,05.01.05.00,Erythromycin 125mg/5ml sugar free suspension
90567998,05.01.05.00,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free
90844998,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
91577990,05.01.05.00,Clarithromycin 500mg tablets
92104998,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
92247998,05.01.05.00,Telithromycin 400mg tablets
92248998,05.01.05.00,Telithromycin 400mg tablets
92495996,05.01.05.00,Clarithromycin 250mg/5ml oral suspension
92495997,05.01.05.00,Clarithromycin 250mg granules sachets
92495998,05.01.05.00,Clarithromycin 500mg modified-release tablets
92605990,05.01.05.00,Azithromycin 250mg capsules
92631990,05.01.05.00,Clarithromycin 500mg tablets
92661990,05.01.05.00,Azithromycin 200mg/5ml oral suspension
92765990,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free
92798990,05.01.05.00,Azithromycin 200mg/5ml oral suspension
92883998,05.01.05.00,Clarithromycin 500mg powder for solution for infusion vials
92884998,05.01.05.00,Clarithromycin 500mg powder for solution for infusion vials
92997990,05.01.05.00,Azithromycin 500mg tablets
93003992,05.01.05.00,Erythromycin 250mg/5ml sugar free suspension
93147997,05.01.05.00,Erythromycin ethylsuccinate 250mg sachets
93147998,05.01.05.00,Erythromycin ethylsuccinate 125mg sachets
93171990,05.01.05.00,Azithromycin 250mg tablets
93177990,05.01.05.00,Azithromycin 500mg tablets
93316992,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free
93317992,05.01.05.00,Erythromycin sf sach 250 mg
93856990,05.01.05.00,Clarithromycin 250mg/5ml oral suspension
93857990,05.01.05.00,Clarithromycin 125mg/5ml oral suspension
93914990,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
94059979,05.01.05.00,Azithromycin 500mg tablets
94065979,05.01.05.00,Azithromycin 200mg/5ml oral suspension
94066979,05.01.05.00,Azithromycin 200mg/5ml oral suspension
94069979,05.01.05.00,Azithromycin 250mg capsules
94086979,05.01.05.00,Clarithromycin 500mg tablets
94091979,05.01.05.00,Clarithromycin 500mg tablets
94094979,05.01.05.00,Clarithromycin 500mg tablets
94100979,05.01.05.00,Clarithromycin 500mg powder for solution for infusion vials
94102979,05.01.05.00,Clarithromycin 125mg/5ml oral suspension
94107979,05.01.05.00,Clarithromycin 125mg/5ml oral suspension
94108979,05.01.05.00,Clarithromycin 125mg/5ml oral suspension
94109979,05.01.05.00,Clarithromycin 250mg tablets
94127979,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension
94130979,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension
94131979,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension
94134979,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
94137979,05.01.05.00,Erythromycin 250mg gastro-resistant capsules
94142979,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension
94143979,05.01.05.00,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free
94146979,05.01.05.00,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free
94147979,05.01.05.00,Erythromycin stearate 500mg tablets
94148979,05.01.05.00,Erythromycin stearate 500mg tablets
94149979,05.01.05.00,Erythromycin stearate 500mg tablets
94151979,05.01.05.00,Erythromycin stearate 500mg tablets
